rowID,dstID,gameID,game_date,opp,pa,sack,interception,dfr,blocked_kicks,safety,krtd,prtd,intrettd,fumrettd,blkrettd,fgrettd,deftd,subtotal,ptnet,total
1,1,1,1985-09-08,TB,28,2,1,0,0,0,0,0,1,0,0,0,1,10,-1,9
2,1,2,1985-09-15,NE,7,6,3,1,0,0,0,0,0,0,0,0,0,14,4,18
3,1,3,1985-09-19,MIN,24,4,3,2,0,0,0,0,0,0,0,0,0,14,0,14
4,1,4,1985-09-29,WAS,10,4,2,1,0,0,1,0,0,0,0,0,0,16,4,20
5,1,5,1985-10-06,TB,19,0,2,1,0,0,0,0,0,0,0,0,0,6,1,7
6,1,6,1985-10-13,SF,10,7,0,2,0,0,0,0,0,0,0,0,0,11,4,15
7,1,7,1985-10-21,GB,7,5,4,1,0,0,0,0,0,0,0,0,0,15,4,19
8,1,8,1985-10-27,MIN,9,4,5,0,0,0,0,0,1,0,0,0,1,20,4,24
9,1,9,1985-11-03,GB,10,3,1,0,0,1,0,0,0,0,0,0,0,7,4,11
10,1,10,1985-11-10,DET,3,4,2,2,0,0,0,0,0,0,0,0,0,12,7,19
11,1,11,1985-11-17,DAL,0,6,4,1,0,0,0,0,2,0,0,0,2,28,10,38
12,1,12,1985-11-24,ATL,0,5,2,1,0,1,0,0,0,0,0,0,0,13,10,23
13,1,13,1985-12-02,MIA,38,3,1,1,0,0,0,0,0,0,0,0,0,7,-4,3
14,1,14,1985-12-08,IND,10,1,0,0,0,0,0,0,0,0,0,0,0,1,4,5
15,1,15,1985-12-14,NYJ,6,4,0,3,0,0,0,0,0,0,0,0,0,10,7,17
16,1,16,1985-12-22,DET,17,6,3,4,0,0,1,0,0,1,0,0,1,32,1,33
17,2,1,1950-09-16,PHI,10,2,3,2,0,0,0,0,0,0,0,0,0,12,4,16
18,2,2,1950-09-24,IND,0,0,4,0,0,0,0,0,0,0,0,0,0,8,10,18
19,2,3,1950-10-01,NYG,6,0,0,1,0,0,0,0,0,0,0,0,0,2,7,9
20,2,4,1950-10-07,PIT,17,0,1,5,0,1,0,0,0,0,0,0,0,14,1,15
21,2,5,1950-10-15,AZ,24,0,2,0,0,0,0,0,0,0,0,0,0,4,0,4
22,2,6,1950-10-22,NYG,17,1,1,3,0,0,0,0,0,0,0,0,0,9,1,10
23,2,7,1950-10-29,PIT,7,0,6,2,0,0,0,0,0,0,0,0,0,16,4,20
24,2,8,1950-11-05,AZ,7,0,4,1,0,0,0,0,0,0,0,0,0,10,4,14
25,2,9,1950-11-12,SF,14,0,3,6,0,0,0,0,0,0,0,0,0,18,1,19
26,2,10,1950-11-19,WAS,14,0,2,1,0,0,0,0,0,0,0,0,0,6,1,7
27,2,11,1950-12-03,PHI,7,0,2,2,0,0,0,0,1,0,0,0,1,14,4,18
28,2,12,1950-12-10,WAS,21,2,3,1,0,0,0,1,1,0,0,0,1,22,0,22
29,2,13,1951-09-30,SF,24,3,1,3,0,0,0,0,0,0,0,0,0,11,0,11
30,2,14,1951-10-07,LAR,23,1,3,1,0,0,0,0,1,0,0,0,1,15,0,15
31,2,15,1951-10-14,WAS,0,2,3,4,0,0,0,0,0,1,0,0,1,22,10,32
32,2,16,1951-10-21,PIT,0,4,2,2,0,0,0,0,1,1,0,0,2,24,10,34
33,3,1,1969-09-21,NYG,24,3,0,2,0,0,0,0,0,0,0,0,0,7,0,7
34,3,2,1969-09-28,IND,14,2,3,0,0,0,0,0,0,0,0,0,0,8,1,9
35,3,3,1969-10-05,GB,7,8,1,2,0,0,0,0,0,0,0,0,0,14,4,18
36,3,4,1969-10-12,CHI,0,4,3,1,0,0,0,0,0,1,0,0,1,18,10,28
37,3,5,1969-10-19,AZ,10,1,1,0,0,0,0,0,0,0,0,0,0,3,4,7
38,3,6,1969-10-26,DET,10,6,4,0,0,0,0,0,0,0,0,0,0,14,4,18
39,3,7,1969-11-02,CHI,14,9,1,1,0,0,0,0,0,0,0,0,0,13,1,14
40,3,8,1969-11-09,CLE,3,2,4,0,0,0,0,0,0,0,0,0,0,10,7,17
41,3,9,1969-11-16,GB,7,1,2,1,0,0,0,0,0,0,0,0,0,7,4,11
42,3,10,1969-11-23,PIT,14,2,4,1,0,0,0,0,1,1,0,0,2,24,1,25
43,3,11,1969-11-27,DET,0,7,2,1,0,0,0,0,0,0,0,0,0,13,10,23
44,3,12,1969-12-07,LAR,13,0,1,0,0,0,0,0,0,0,0,0,0,2,4,6
45,3,13,1969-12-14,SF,7,2,3,1,0,0,0,0,0,0,0,0,0,10,4,14
46,3,14,1969-12-21,ATL,10,2,1,2,0,0,0,0,0,0,0,0,0,8,4,12
47,3,15,1970-09-20,KC,10,1,2,2,0,0,0,0,0,1,0,0,1,15,4,19
48,3,16,1970-09-27,NO,0,0,2,2,0,0,0,0,0,2,0,0,2,20,10,30
49,4,1,1969-09-14,SD,9,2,4,1,0,0,0,0,0,0,0,0,0,12,4,16
50,4,2,1969-09-21,NE,0,3,0,1,0,0,0,0,0,0,0,0,0,5,10,15
51,4,3,1969-09-28,CIN,24,3,3,1,0,0,0,0,0,0,0,0,0,11,0,11
52,4,4,1969-10-05,DEN,13,4,1,0,0,0,0,0,1,0,0,0,1,12,4,16
53,4,5,1969-10-12,HOU,0,4,5,4,0,0,0,0,0,1,0,0,1,28,10,38
54,4,6,1969-10-19,MIA,10,4,3,0,0,0,0,0,0,0,0,0,0,10,4,14
55,4,7,1969-10-26,CIN,22,6,0,2,0,0,0,0,0,1,0,0,1,16,0,16
56,4,8,1969-11-02,BUF,7,9,4,2,0,0,0,0,0,0,0,0,0,21,4,25
57,4,9,1969-11-09,SD,3,4,5,0,0,0,0,0,0,0,0,0,0,14,7,21
58,4,10,1969-11-16,NYJ,16,3,3,2,0,0,0,0,0,0,0,0,0,13,1,14
59,4,11,1969-11-23,OAK,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,4,12,1969-11-27,DEN,17,3,2,0,0,0,1,0,1,0,0,0,1,19,1,20
61,4,13,1969-12-07,BUF,19,2,0,2,0,0,0,0,0,0,0,0,0,6,1,7
62,4,14,1969-12-13,OAK,10,1,2,0,0,0,0,0,0,0,0,0,0,5,4,9
63,4,15,1970-09-20,MIN,27,2,2,1,0,0,0,0,0,0,0,0,0,8,0,8
64,4,16,1970-09-28,IND,24,7,5,2,0,0,0,0,0,1,0,0,1,27,0,27
65,5,1,1977-09-18,LAR,6,3,0,3,0,0,0,0,0,0,0,0,0,9,7,16
66,5,2,1977-09-25,WAS,10,3,2,1,0,0,0,0,0,0,0,0,0,9,4,13
67,5,3,1977-10-02,NYG,3,9,2,2,0,0,0,0,0,0,0,0,0,17,7,24
68,5,4,1977-10-09,SF,0,4,1,0,0,0,0,0,0,0,0,0,0,6,10,16
69,5,5,1977-10-16,BUF,3,0,0,2,0,0,0,0,0,0,0,0,0,4,7,11
70,5,6,1977-10-23,CHI,10,4,3,2,0,0,0,0,0,0,0,0,0,14,4,18
71,5,7,1977-10-30,MIN,14,2,3,2,0,0,0,0,0,0,0,0,0,12,1,13
72,5,8,1977-11-06,SF,10,3,0,2,0,0,0,0,0,0,0,0,0,7,4,11
73,5,9,1977-11-13,DET,6,3,2,2,0,0,0,0,1,1,0,0,2,23,7,30
74,5,10,1977-11-20,NO,21,1,3,0,0,0,0,0,1,0,0,0,1,13,0,13
75,5,11,1977-11-27,TB,0,4,4,1,0,0,0,0,0,0,0,0,0,14,10,24
76,5,12,1977-12-04,NE,16,1,3,0,0,0,0,0,0,0,0,0,0,7,1,8
77,5,13,1977-12-11,LAR,23,2,1,2,0,0,0,0,0,0,0,0,0,8,0,8
78,5,14,1977-12-18,NO,7,3,2,3,0,0,0,0,0,0,0,0,0,13,4,17
79,5,15,1978-09-03,HOU,14,4,0,1,0,0,0,0,0,1,0,0,1,12,1,13
80,5,16,1978-09-10,LAR,10,2,2,2,0,0,0,0,0,0,0,0,0,10,4,14
81,6,1,1962-09-16,MIN,7,6,5,2,0,0,0,0,0,0,0,0,0,20,4,24
82,6,2,1962-09-23,AZ,0,5,2,3,0,0,0,0,0,0,0,0,0,15,10,25
83,6,3,1962-09-30,CHI,0,5,5,0,0,0,0,0,1,0,0,0,1,21,10,31
84,6,4,1962-10-07,DET,7,2,1,0,0,0,0,0,0,0,0,0,0,4,4,8
85,6,5,1962-10-14,MIN,21,3,3,0,0,0,0,0,0,0,0,0,0,9,0,9
86,6,6,1962-10-21,SF,13,2,3,0,0,0,0,0,0,0,0,0,0,8,4,12
87,6,7,1962-10-28,IND,6,1,2,1,0,0,0,0,0,0,0,0,0,7,7,14
88,6,8,1962-11-04,CHI,7,0,3,4,0,0,0,0,0,0,0,0,0,14,4,18
89,6,9,1962-11-11,PHI,0,4,1,0,0,0,0,0,0,0,0,0,0,6,10,16
90,6,10,1962-11-18,IND,13,5,1,2,0,0,1,0,0,0,0,0,0,17,4,21
91,6,11,1962-11-22,DET,26,0,2,3,0,0,0,0,0,1,0,0,1,16,0,16
92,6,12,1962-12-02,LAR,10,5,1,2,0,0,0,0,0,0,0,0,0,11,4,15
93,6,13,1962-12-09,SF,21,0,2,1,0,0,0,0,0,0,0,0,0,6,0,6
94,6,14,1962-12-16,LAR,17,1,0,1,0,0,0,0,0,0,0,0,0,3,1,4
95,6,15,1963-09-15,CHI,10,1,1,1,0,0,0,0,0,0,0,0,0,5,4,9
96,6,16,1963-09-22,DET,10,2,4,0,0,0,0,0,0,0,0,0,0,10,4,14
97,7,1,1976-09-12,OAK,31,2,4,0,0,0,0,0,0,0,0,0,0,10,-1,9
98,7,2,1976-09-19,CLE,14,1,0,4,0,0,0,0,0,0,0,0,0,9,1,10
99,7,3,1976-09-26,NE,30,0,2,2,0,0,0,0,0,0,0,0,0,8,-1,7
100,7,4,1976-10-04,MIN,17,2,2,2,0,0,0,0,0,0,0,0,0,10,1,11
101,7,5,1976-10-10,CLE,18,1,0,2,0,0,0,0,0,0,0,0,0,5,1,6
102,7,6,1976-10-17,CIN,6,5,2,1,0,0,0,0,0,0,0,0,0,11,7,18
103,7,7,1976-10-24,NYG,0,5,1,1,0,0,0,0,0,0,0,0,0,9,10,19
104,7,8,1976-10-31,SD,0,5,1,4,0,0,0,0,0,0,0,0,0,15,10,25
105,7,9,1976-11-07,KC,0,2,4,2,0,0,0,0,0,0,0,0,0,14,10,24
106,7,10,1976-11-14,MIA,3,5,0,0,0,0,0,0,0,0,0,0,0,5,7,12
107,7,11,1976-11-21,HOU,16,1,2,2,1,1,0,0,0,0,0,0,0,13,1,14
108,7,12,1976-11-28,CIN,3,4,1,1,0,0,0,0,0,0,0,0,0,8,7,15
109,7,13,1976-12-05,TB,0,5,2,2,0,0,0,0,0,0,0,0,0,13,10,23
110,7,14,1976-12-11,HOU,0,3,1,1,0,0,0,0,0,0,0,0,0,7,10,17
111,7,15,1977-09-19,SF,0,4,2,1,0,0,0,0,0,0,0,0,0,10,10,20
112,7,16,1977-09-25,OAK,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
113,8,1,1973-09-16,KC,13,5,1,1,0,0,0,0,0,0,0,0,0,9,4,13
114,8,2,1973-09-23,ATL,0,2,1,0,0,0,0,0,0,0,0,0,0,4,10,14
115,8,3,1973-09-30,SF,20,0,3,0,0,0,1,0,0,0,0,0,0,12,1,13
116,8,4,1973-10-07,HOU,26,4,2,2,0,0,0,0,0,0,0,0,0,12,0,12
117,8,5,1973-10-14,DAL,31,3,3,2,0,0,0,0,0,0,0,0,0,13,-1,12
118,8,6,1973-10-21,GB,7,4,1,1,0,2,0,0,0,0,0,0,0,12,4,16
119,8,7,1973-10-28,MIN,10,3,0,1,0,0,0,0,0,0,0,0,0,5,4,9
120,8,8,1973-11-04,ATL,15,6,1,1,0,0,0,0,0,0,0,0,0,10,1,11
121,8,9,1973-11-11,NO,7,3,0,3,0,0,0,0,0,0,0,0,0,9,4,13
122,8,10,1973-11-18,SF,13,2,2,0,0,0,0,0,0,0,0,0,0,6,4,10
123,8,11,1973-11-25,NO,13,2,0,2,0,0,0,0,0,0,0,0,0,6,4,10
124,8,12,1973-12-02,CHI,0,4,0,2,0,0,0,0,0,0,0,0,0,8,10,18
125,8,13,1973-12-10,NYG,6,3,4,0,0,1,0,0,1,0,0,0,1,19,7,26
126,8,14,1973-12-16,CLE,17,4,2,4,0,0,0,0,0,0,0,0,0,16,1,17
127,8,15,1974-09-15,DEN,10,6,0,0,0,0,1,0,0,0,0,0,0,12,4,16
128,8,16,1974-09-22,NO,0,5,2,1,0,0,0,0,0,0,0,0,0,11,10,21
129,9,1,1968-09-15,SF,10,2,1,0,0,0,0,0,0,0,0,0,0,4,4,8
130,9,2,1968-09-22,ATL,20,2,1,1,0,0,0,0,0,0,0,0,0,6,1,7
131,9,3,1968-09-29,PIT,7,5,3,1,0,0,0,0,3,0,0,0,3,31,4,35
132,9,4,1968-10-06,CHI,7,2,1,0,0,0,0,0,0,0,0,0,0,4,4,8
133,9,5,1968-10-13,SF,14,4,3,1,0,0,1,0,0,0,0,0,0,18,1,19
134,9,6,1968-10-20,CLE,30,2,0,1,0,0,0,0,0,0,0,0,0,4,-1,3
135,9,7,1968-10-27,LAR,10,5,2,2,0,0,0,0,0,0,0,0,0,13,4,17
136,9,8,1968-11-03,NYG,0,2,3,0,0,0,0,0,0,0,0,0,0,8,10,18
137,9,9,1968-11-10,DET,10,4,0,0,0,0,1,0,0,0,0,0,0,10,4,14
138,9,10,1968-11-17,AZ,0,2,5,0,0,0,0,0,0,0,0,0,0,12,10,22
139,9,11,1968-11-24,MIN,9,5,2,0,0,0,0,0,0,0,0,0,0,9,4,13
140,9,12,1968-12-01,ATL,0,4,4,2,0,0,0,0,0,0,0,0,0,16,10,26
141,9,13,1968-12-07,GB,3,2,1,4,0,0,0,0,0,0,0,0,0,12,7,19
142,9,14,1968-12-15,LAR,24,5,1,0,0,0,0,0,1,0,0,0,1,13,0,13
143,9,15,1969-09-21,LAR,27,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2
144,9,16,1969-09-28,MIN,52,1,2,1,0,0,0,0,0,0,0,0,0,7,-4,3
145,10,1,2000-09-03,PIT,0,1,0,1,0,0,0,0,0,0,0,0,0,3,10,13
146,10,2,2000-09-10,JAX,36,4,2,2,0,0,0,0,0,0,0,0,0,12,-4,8
147,10,3,2000-09-17,MIA,19,1,1,0,0,0,0,0,0,0,0,0,0,3,1,4
148,10,4,2000-09-24,CIN,0,4,2,2,0,0,0,0,0,0,0,0,0,12,10,22
149,10,5,2000-10-01,CLE,0,0,3,1,0,0,0,0,0,0,0,0,0,8,10,18
150,10,6,2000-10-08,JAX,10,3,3,3,0,0,0,0,0,0,0,0,0,15,4,19
151,10,7,2000-10-15,WAS,10,1,1,1,0,0,0,0,0,0,0,0,0,5,4,9
152,10,8,2000-10-22,TEN,14,0,1,1,0,0,0,0,0,0,0,0,0,4,1,5
153,10,9,2000-10-29,PIT,9,5,0,1,0,0,0,0,0,0,0,0,0,7,4,11
154,10,10,2000-11-05,CIN,7,3,0,1,0,0,0,0,0,0,0,0,0,5,4,9
155,10,11,2000-11-12,TEN,23,1,0,2,0,0,0,0,0,0,0,0,0,5,0,5
156,10,12,2000-11-19,DAL,0,1,3,0,0,0,0,0,0,0,0,0,0,7,10,17
157,10,13,2000-11-26,CLE,7,6,1,2,0,0,0,0,0,0,0,0,0,12,4,16
158,10,14,2000-12-10,SD,3,2,1,4,0,0,0,0,0,0,0,0,0,12,7,19
159,10,15,2000-12-17,AZ,7,2,2,2,0,0,0,0,0,0,0,0,0,10,4,14
160,10,16,2000-12-24,NYJ,20,1,3,3,0,0,0,2,1,0,0,0,1,31,1,32
161,11,1,1993-09-05,NO,33,2,0,1,0,0,0,0,0,1,0,0,1,10,-1,9
162,11,2,1993-09-12,KC,0,4,2,3,0,0,0,0,0,1,0,0,1,20,10,30
163,11,3,1993-09-19,SD,18,1,1,0,0,0,0,0,1,0,0,0,1,9,1,10
164,11,4,1993-09-26,LAR,28,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
165,11,5,1993-10-11,BUF,35,2,0,1,0,0,0,0,0,0,0,0,0,4,-4,0
166,11,6,1993-10-17,NE,14,5,3,0,0,0,0,0,1,0,0,0,1,17,1,18
167,11,7,1993-10-24,CIN,12,4,0,2,0,0,0,0,0,0,0,0,0,8,4,12
168,11,8,1993-11-07,SEA,24,2,1,0,0,1,0,0,0,0,0,0,0,6,0,6
169,11,9,1993-11-14,CIN,3,5,0,2,0,0,0,0,0,0,0,0,0,9,7,16
170,11,10,1993-11-21,CLE,20,2,4,1,0,0,0,0,0,0,0,0,0,12,1,13
171,11,11,1993-11-28,PIT,3,6,2,2,0,0,0,0,0,0,0,0,0,14,7,21
172,11,12,1993-12-05,ATL,17,3,6,1,0,0,0,0,0,1,0,0,1,23,1,24
173,11,13,1993-12-12,CLE,17,2,2,1,0,0,0,0,0,0,0,0,0,8,1,9
174,11,14,1993-12-19,PIT,17,6,2,1,0,0,0,0,1,0,0,0,1,18,1,19
175,11,15,1993-12-25,SF,7,2,2,1,0,0,0,0,0,0,0,0,0,8,4,12
176,11,16,1994-01-02,NYJ,0,6,1,1,0,0,0,0,0,0,0,0,0,10,10,20
177,12,1,2002-09-08,NO,26,2,1,0,0,0,0,0,0,0,0,0,0,4,0,4
178,12,2,2002-09-15,BAL,0,3,1,0,1,1,0,0,1,0,0,0,1,15,10,25
179,12,3,2002-09-23,LAR,14,5,4,0,0,0,0,0,1,0,0,0,1,19,1,20
180,12,4,2002-09-29,CIN,7,3,1,1,0,0,0,0,1,0,0,0,1,13,4,17
181,12,5,2002-10-06,ATL,6,4,4,0,0,0,0,0,1,0,0,0,1,18,7,25
182,12,6,2002-10-13,CLE,3,2,1,0,0,0,0,0,0,0,0,0,0,4,7,11
183,12,7,2002-10-20,PHI,20,2,1,1,0,0,0,0,0,1,0,0,1,12,1,13
184,12,8,2002-10-27,CAR,9,3,3,1,0,0,0,0,0,0,0,0,0,11,4,15
185,12,9,2002-11-03,MIN,24,3,2,1,0,0,0,0,0,0,0,0,0,9,4,13
186,12,10,2002-11-17,CAR,10,4,3,1,0,0,0,0,0,0,0,0,0,12,4,16
187,12,11,2002-11-24,GB,7,3,4,0,0,0,0,0,0,0,0,0,0,11,4,15
188,12,12,2002-12-01,NO,23,4,0,1,0,0,0,0,0,0,0,0,0,6,0,6
189,12,13,2002-12-08,ATL,10,1,1,0,0,0,0,0,0,0,0,0,0,3,4,7
190,12,14,2002-12-15,DET,20,1,1,0,0,0,0,0,0,0,0,0,0,3,1,4
191,12,15,2002-12-23,PIT,17,2,0,1,0,0,0,0,0,0,0,0,0,4,1,5
192,12,16,2002-12-29,CHI,0,1,4,0,0,0,0,0,0,0,0,0,0,9,10,19
193,13,1,1991-09-01,GB,3,4,3,2,0,0,0,0,0,0,0,0,0,14,7,21
194,13,2,1991-09-08,AZ,26,1,1,1,0,0,0,0,0,0,0,0,0,5,0,5
195,13,3,1991-09-15,DAL,0,11,3,1,0,0,0,0,0,0,0,0,0,19,10,29
196,13,4,1991-09-22,PIT,14,3,1,0,0,0,0,0,0,0,0,0,0,5,1,6
197,13,5,1991-09-30,WAS,23,2,2,2,0,0,0,0,0,0,0,0,0,10,0,10
198,13,6,1991-10-06,TB,14,3,3,3,0,0,0,0,0,1,0,0,1,21,1,22
199,13,7,1991-10-13,NO,13,2,2,0,0,0,0,0,0,0,0,0,0,6,4,10
200,13,8,1991-10-27,SF,23,2,0,1,0,0,0,0,0,0,0,0,0,4,0,4
201,13,9,1991-11-04,NYG,7,4,0,1,0,0,0,0,0,0,0,0,0,6,4,10
202,13,10,1991-11-10,CLE,30,2,1,1,0,0,0,0,0,0,0,0,0,6,-1,5
203,13,11,1991-11-17,CIN,10,6,3,1,0,0,0,0,0,0,0,0,0,14,4,18
204,13,12,1991-11-24,AZ,14,3,4,3,0,0,0,0,0,2,0,0,2,29,1,30
205,13,13,1991-12-02,HOU,6,4,0,5,0,0,0,0,0,0,0,0,0,14,7,21
206,13,14,1991-12-08,NYG,14,4,2,1,0,0,0,0,0,0,0,0,0,10,1,11
207,13,15,1991-12-15,DAL,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
208,13,16,1991-12-22,WAS,22,3,1,0,0,0,0,0,1,0,0,0,1,11,0,11
209,14,1,1991-09-01,DET,0,3,3,1,0,0,0,1,0,0,0,0,0,17,10,27
210,14,2,1991-09-09,DAL,31,2,0,2,0,0,0,0,0,0,0,0,0,6,-1,5
211,14,3,1991-09-15,AZ,0,4,3,1,0,0,0,0,1,0,0,0,1,18,10,28
212,14,4,1991-09-22,CIN,27,4,1,0,0,0,0,1,0,0,0,0,0,12,0,12
213,14,5,1991-09-30,PHI,0,2,2,2,0,0,0,0,0,0,0,0,0,10,10,20
214,14,6,1991-10-06,CHI,7,1,3,0,0,0,0,0,0,0,0,0,0,7,4,11
215,14,7,1991-10-13,CLE,17,4,1,1,0,0,0,0,0,0,0,0,0,8,1,9
216,14,8,1991-10-27,NYG,13,0,1,0,0,0,0,0,0,0,0,0,0,2,4,6
217,14,9,1991-11-03,HOU,13,1,2,1,0,0,0,0,0,0,0,0,0,7,4,11
218,14,10,1991-11-10,ATL,17,6,3,3,0,0,0,0,1,0,0,0,1,24,1,25
219,14,11,1991-11-17,PIT,14,5,1,1,0,0,0,0,0,0,0,0,0,9,1,10
220,14,12,1991-11-24,DAL,24,5,1,0,0,0,0,0,1,0,0,0,1,13,0,13
221,14,13,1991-12-01,LAR,6,3,0,1,0,0,0,0,0,0,0,0,0,5,7,12
222,14,14,1991-12-08,AZ,14,1,2,0,0,0,0,0,0,0,0,0,0,5,1,6
223,14,15,1991-12-15,NYG,17,4,2,1,0,0,0,0,0,0,0,0,0,10,1,11
224,14,16,1991-12-22,PHI,24,2,1,2,0,0,0,0,0,0,0,0,0,8,0,8
225,15,1,1999-09-12,SF,3,4,3,2,0,0,0,0,1,1,0,0,2,26,7,33
226,15,2,1999-09-19,CAR,20,4,1,0,0,0,0,0,0,0,0,0,0,6,1,7
227,15,3,1999-09-26,TEN,20,2,1,1,0,1,0,0,1,0,0,0,1,14,1,15
228,15,4,1999-10-03,PIT,3,4,1,1,0,2,0,0,0,0,0,0,0,12,7,19
229,15,5,1999-10-11,NYJ,6,4,2,0,0,0,0,0,0,0,0,0,0,8,7,15
230,15,6,1999-10-17,CLE,7,4,0,1,0,0,0,0,0,0,0,0,0,6,4,10
231,15,7,1999-10-31,CIN,10,4,2,1,0,0,0,0,0,0,0,0,0,10,4,14
232,15,8,1999-11-07,ATL,7,9,3,1,0,0,0,0,0,0,0,0,0,17,4,21
233,15,9,1999-11-14,BAL,3,4,0,1,1,0,0,0,0,0,0,0,0,8,7,15
234,15,10,1999-11-21,NO,23,2,1,0,0,0,0,1,0,0,0,0,0,10,0,10
235,15,11,1999-11-28,BAL,23,3,1,2,0,0,0,0,1,0,0,0,1,15,0,15
236,15,12,1999-12-02,PIT,6,3,0,0,0,0,0,0,0,0,0,0,0,3,7,10
237,15,13,1999-12-13,DEN,24,1,2,0,0,0,0,0,0,0,0,0,0,5,0,5
238,15,14,1999-12-19,CLE,14,6,0,1,0,0,0,0,0,0,0,0,0,8,1,9
239,15,15,1999-12-26,TEN,41,0,0,0,0,0,1,0,0,0,0,0,0,6,-4,2
240,15,16,2000-01-02,CIN,7,3,2,0,0,0,0,0,0,0,0,0,0,7,4,11
241,16,1,2000-09-03,BUF,16,5,0,0,0,0,0,0,0,0,0,0,0,5,1,6
242,16,2,2000-09-10,KC,14,3,0,0,0,0,0,0,0,0,0,0,0,3,1,4
243,16,3,2000-09-24,PIT,20,3,0,1,0,0,0,0,0,0,0,0,0,5,1,6
244,16,4,2000-10-01,NYG,14,1,3,1,0,0,0,0,0,0,0,0,0,9,1,10
245,16,5,2000-10-08,CIN,14,1,0,2,1,0,0,0,0,0,0,0,0,7,1,8
246,16,6,2000-10-16,JAX,13,5,0,2,0,0,0,0,0,0,0,0,0,9,4,13
247,16,7,2000-10-22,BAL,6,5,4,0,0,0,0,0,1,0,0,0,1,19,7,26
248,16,8,2000-10-30,WAS,21,3,3,0,0,0,0,1,1,0,0,0,1,21,0,21
249,16,9,2000-11-05,PIT,7,2,1,3,0,0,0,0,0,0,0,0,0,10,4,14
250,16,10,2000-11-12,BAL,24,5,1,0,0,0,0,0,1,0,0,0,1,13,0,13
251,16,11,2000-11-19,CLE,10,4,1,0,0,0,0,0,0,0,0,0,0,6,4,10
252,16,12,2000-11-26,JAX,16,3,2,0,0,0,0,0,0,0,0,0,0,7,1,8
253,16,13,2000-12-03,PHI,13,5,0,0,0,0,0,0,0,0,0,0,0,5,4,9
254,16,14,2000-12-10,CIN,3,4,0,0,0,0,0,0,0,0,0,0,0,4,7,11
255,16,15,2000-12-17,CLE,0,2,0,2,0,0,0,0,0,0,0,0,0,6,10,16
256,16,16,2000-12-25,DAL,0,4,2,3,0,0,0,0,1,1,0,0,2,26,10,36
